Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570518000,2019-10-08 07:00:00.000,,,,465280,466169,464742,
1570518000,2019-10-08 07:00:00.000,28429,,,,,,
1570519800,2019-10-08 07:30:00.000,,,,465270,466176,464746,
1570518300,2019-10-08 07:05:00.000,28307,,,,,,
1570518600,2019-10-08 07:10:00.000,34365,,,,,,
1570518900,2019-10-08 07:15:00.000,30399,,,,,,
1570519200,2019-10-08 07:20:00.000,30526,,,,,,
1570519500,2019-10-08 07:25:00.000,28581,,,,,,
1570519800,2019-10-08 07:30:00.000,28569,,,,,,
1570520100,2019-10-08 07:35:00.000,30404,,,,,,
1570520400,2019-10-08 07:40:00.000,30564,,,,,,
1570520700,2019-10-08 07:45:00.000,30402,,,,,,
1570521000,2019-10-08 07:50:00.000,28414,,,,,,
1570521300,2019-10-08 07:55:00.000,28648,,,,,,
