Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569978000,2019-10-02 01:00:00.000,,,,465267,466163,464735,
1569978000,2019-10-02 01:00:00.000,18618,,,,,,
1569979800,2019-10-02 01:30:00.000,,,,465275,466173,464742,
1569978300,2019-10-02 01:05:00.000,24454,,,,,,
1569978600,2019-10-02 01:10:00.000,18587,,,,,,
1569978900,2019-10-02 01:15:00.000,18613,,,,,,
1569979200,2019-10-02 01:20:00.000,20450,,,,,,
1569979500,2019-10-02 01:25:00.000,20622,,,,,,
1569979800,2019-10-02 01:30:00.000,20672,,,,,,
1569980100,2019-10-02 01:35:00.000,20586,,,,,,
1569980400,2019-10-02 01:40:00.000,18828,,,,,,
1569980700,2019-10-02 01:45:00.000,24638,,,,,,
1569981000,2019-10-02 01:50:00.000,20899,,,,,,
1569981300,2019-10-02 01:55:00.000,20577,,,,,,
