Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570651200,2019-10-09 20:00:00.000,,,,465308,466223,464772,
1570651200,2019-10-09 20:00:00.000,26795,,,,,,
1570653000,2019-10-09 20:30:00.000,,,,465292,466187,464766,
1570651500,2019-10-09 20:05:00.000,30543,,,,,,
1570651800,2019-10-09 20:10:00.000,28510,,,,,,
1570652100,2019-10-09 20:15:00.000,28713,,,,,,
1570652400,2019-10-09 20:20:00.000,26604,,,,,,
1570652700,2019-10-09 20:25:00.000,28890,,,,,,
1570653000,2019-10-09 20:30:00.000,28510,,,,,,
1570653300,2019-10-09 20:35:00.000,30657,,,,,,
1570653600,2019-10-09 20:40:00.000,28541,,,,,,
1570653900,2019-10-09 20:45:00.000,28457,,,,,,
1570654200,2019-10-09 20:50:00.000,30645,,,,,,
1570654500,2019-10-09 20:55:00.000,30409,,,,,,
