Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569999600,2019-10-02 07:00:00.000,,,,465264,466187,464749,
1569999600,2019-10-02 07:00:00.000,24439,,,,,,
1570001400,2019-10-02 07:30:00.000,,,,465276,466189,464758,
1569999900,2019-10-02 07:05:00.000,24332,,,,,,
1570000200,2019-10-02 07:10:00.000,22896,,,,,,
1570000500,2019-10-02 07:15:00.000,25882,,,,,,
1570000800,2019-10-02 07:20:00.000,55352,,,,,,
1570001100,2019-10-02 07:25:00.000,24709,,,,,,
1570001400,2019-10-02 07:30:00.000,20603,,,,,,
1570001700,2019-10-02 07:35:00.000,20636,,,,,,
1570002000,2019-10-02 07:40:00.000,24523,,,,,,
1570002300,2019-10-02 07:45:00.000,20644,,,,,,
1570002600,2019-10-02 07:50:00.000,20632,,,,,,
1570002900,2019-10-02 07:55:00.000,26795,,,,,,
