Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570327200,2019-10-06 02:00:00.000,,,,465288,466192,464743,
1570327200,2019-10-06 02:00:00.000,26711,,,,,,
1570329000,2019-10-06 02:30:00.000,,,,465286,466190,464739,
1570327500,2019-10-06 02:05:00.000,26649,,,,,,
1570327800,2019-10-06 02:10:00.000,27413,,,,,,
1570328100,2019-10-06 02:15:00.000,26541,,,,,,
1570328400,2019-10-06 02:20:00.000,27526,,,,,,
1570328700,2019-10-06 02:25:00.000,27413,,,,,,
1570329000,2019-10-06 02:30:00.000,27413,,,,,,
1570329300,2019-10-06 02:35:00.000,26470,,,,,,
1570329600,2019-10-06 02:40:00.000,26386,,,,,,
1570329900,2019-10-06 02:45:00.000,25457,,,,,,
1570330200,2019-10-06 02:50:00.000,26408,,,,,,
1570330500,2019-10-06 02:55:00.000,26575,,,,,,
