Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570129200,2019-10-03 19:00:00.000,,,,465251,466133,464729,
1570129200,2019-10-03 19:00:00.000,26811,,,,,,
1570131000,2019-10-03 19:30:00.000,,,,465250,466169,464731,
1570129500,2019-10-03 19:05:00.000,26197,,,,,,
1570129800,2019-10-03 19:10:00.000,28302,,,,,,
1570130100,2019-10-03 19:15:00.000,28316,,,,,,
1570130400,2019-10-03 19:20:00.000,26604,,,,,,
1570130700,2019-10-03 19:25:00.000,28257,,,,,,
1570131000,2019-10-03 19:30:00.000,26494,,,,,,
1570131300,2019-10-03 19:35:00.000,30249,,,,,,
1570131600,2019-10-03 19:40:00.000,30332,,,,,,
1570131900,2019-10-03 19:45:00.000,26424,,,,,,
1570132200,2019-10-03 19:50:00.000,-10268,,,,,,
1570132500,2019-10-03 19:55:00.000,28402,,,,,,
