Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570590000,2019-10-09 03:00:00.000,,,,465325,466218,464796,
1570590000,2019-10-09 03:00:00.000,30452,,,,,,
1570591800,2019-10-09 03:30:00.000,,,,465320,466232,464783,
1570590300,2019-10-09 03:05:00.000,30581,,,,,,
1570590600,2019-10-09 03:10:00.000,28577,,,,,,
1570590900,2019-10-09 03:15:00.000,30347,,,,,,
1570591200,2019-10-09 03:20:00.000,30478,,,,,,
1570591500,2019-10-09 03:25:00.000,30287,,,,,,
1570591800,2019-10-09 03:30:00.000,34288,,,,,,
1570592100,2019-10-09 03:35:00.000,30445,,,,,,
1570592400,2019-10-09 03:40:00.000,28429,,,,,,
1570592700,2019-10-09 03:45:00.000,28455,,,,,,
1570593000,2019-10-09 03:50:00.000,30698,,,,,,
1570593300,2019-10-09 03:55:00.000,30246,,,,,,
