Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570539600,2019-10-08 13:00:00.000,,,,465230,466105,464685,
1570539600,2019-10-08 13:00:00.000,28352,,,,,,
1570541400,2019-10-08 13:30:00.000,,,,465245,466164,464628,
1570539900,2019-10-08 13:05:00.000,30571,,,,,,
1570540200,2019-10-08 13:10:00.000,30404,,,,,,
1570540500,2019-10-08 13:15:00.000,28417,,,,,,
1570540800,2019-10-08 13:20:00.000,28495,,,,,,
1570541100,2019-10-08 13:25:00.000,28340,,,,,,
1570541400,2019-10-08 13:30:00.000,27748,,,,,,
1570541700,2019-10-08 13:35:00.000,29511,,,,,,
1570542000,2019-10-08 13:40:00.000,4013,,,,,,
1570542300,2019-10-08 13:45:00.000,28354,,,,,,
1570542600,2019-10-08 13:50:00.000,28309,,,,,,
1570542900,2019-10-08 13:55:00.000,30447,,,,,,
