Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570208400,2019-10-04 17:00:00.000,,,,465217,466095,464680,
1570208400,2019-10-04 17:00:00.000,26486,,,,,,
1570210200,2019-10-04 17:30:00.000,,,,465207,466107,464661,
1570208700,2019-10-04 17:05:00.000,28698,,,,,,
1570209000,2019-10-04 17:10:00.000,26785,,,,,,
1570209300,2019-10-04 17:15:00.000,25137,,,,,,
1570209600,2019-10-04 17:20:00.000,26842,,,,,,
1570209900,2019-10-04 17:25:00.000,26749,,,,,,
1570210200,2019-10-04 17:30:00.000,25103,,,,,,
1570210500,2019-10-04 17:35:00.000,28536,,,,,,
1570210800,2019-10-04 17:40:00.000,26859,,,,,,
1570211100,2019-10-04 17:45:00.000,27327,,,,,,
1570211400,2019-10-04 17:50:00.000,26983,,,,,,
1570211700,2019-10-04 17:55:00.000,24654,,,,,,
