Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570294800,2019-10-05 17:00:00.000,,,,465218,466063,464673,
1570294800,2019-10-05 17:00:00.000,26391,,,,,,
1570296600,2019-10-05 17:30:00.000,,,,465218,466088,464668,
1570295100,2019-10-05 17:05:00.000,26663,,,,,,
1570295400,2019-10-05 17:10:00.000,26415,,,,,,
1570295700,2019-10-05 17:15:00.000,19143,,,,,,
1570296000,2019-10-05 17:20:00.000,26912,,,,,,
1570296300,2019-10-05 17:25:00.000,26642,,,,,,
1570296600,2019-10-05 17:30:00.000,26348,,,,,,
1570296900,2019-10-05 17:35:00.000,26618,,,,,,
1570297200,2019-10-05 17:40:00.000,25564,,,,,,
1570297500,2019-10-05 17:45:00.000,26823,,,,,,
1570297800,2019-10-05 17:50:00.000,25586,,,,,,
1570298100,2019-10-05 17:55:00.000,28417,,,,,,
