Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570582800,2019-10-09 01:00:00.000,,,,465306,466219,464783,
1570582800,2019-10-09 01:00:00.000,30557,,,,,,
1570584600,2019-10-09 01:30:00.000,,,,465300,466210,464774,
1570583100,2019-10-09 01:05:00.000,30607,,,,,,
1570583400,2019-10-09 01:10:00.000,30442,,,,,,
1570583700,2019-10-09 01:15:00.000,28326,,,,,,
1570584000,2019-10-09 01:20:00.000,30490,,,,,,
1570584300,2019-10-09 01:25:00.000,53862,,,,,,
1570584600,2019-10-09 01:30:00.000,30433,,,,,,
1570584900,2019-10-09 01:35:00.000,28565,,,,,,
1570585200,2019-10-09 01:40:00.000,28295,,,,,,
1570585500,2019-10-09 01:45:00.000,28510,,,,,,
1570585800,2019-10-09 01:50:00.000,28639,,,,,,
1570586100,2019-10-09 01:55:00.000,30442,,,,,,
