Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570107600,2019-10-03 13:00:00.000,,,,465231,466128,464661,
1570107600,2019-10-03 13:00:00.000,30230,,,,,,
1570109400,2019-10-03 13:30:00.000,,,,465238,466100,464656,
1570107900,2019-10-03 13:05:00.000,28746,,,,,,
1570108200,2019-10-03 13:10:00.000,30325,,,,,,
1570108500,2019-10-03 13:15:00.000,30139,,,,,,
1570108800,2019-10-03 13:20:00.000,30287,,,,,,
1570109100,2019-10-03 13:25:00.000,30316,,,,,,
1570109400,2019-10-03 13:30:00.000,34520,,,,,,
1570109700,2019-10-03 13:35:00.000,30380,,,,,,
1570110000,2019-10-03 13:40:00.000,30409,,,,,,
1570110300,2019-10-03 13:45:00.000,28290,,,,,,
1570110600,2019-10-03 13:50:00.000,30478,,,,,,
1570110900,2019-10-03 13:55:00.000,30418,,,,,,
