Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570564800,2019-10-08 20:00:00.000,,,,465262,466149,464745,
1570564800,2019-10-08 20:00:00.000,28541,,,,,,
1570566600,2019-10-08 20:30:00.000,,,,465281,466193,464735,
1570565100,2019-10-08 20:05:00.000,28386,,,,,,
1570565400,2019-10-08 20:10:00.000,28495,,,,,,
1570565700,2019-10-08 20:15:00.000,26773,,,,,,
1570566000,2019-10-08 20:20:00.000,28605,,,,,,
1570566300,2019-10-08 20:25:00.000,30516,,,,,,
1570566600,2019-10-08 20:30:00.000,28782,,,,,,
1570566900,2019-10-08 20:35:00.000,28529,,,,,,
1570567200,2019-10-08 20:40:00.000,26529,,,,,,
1570567500,2019-10-08 20:45:00.000,26644,,,,,,
1570567800,2019-10-08 20:50:00.000,28424,,,,,,
1570568100,2019-10-08 20:55:00.000,26938,,,,,,
