Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570435200,2019-10-07 08:00:00.000,,,,465311,466236,464768,
1570435200,2019-10-07 08:00:00.000,30378,,,,,,
1570437000,2019-10-07 08:30:00.000,,,,465287,466225,464764,
1570435500,2019-10-07 08:05:00.000,30351,,,,,,
1570435800,2019-10-07 08:10:00.000,30521,,,,,,
1570436100,2019-10-07 08:15:00.000,28345,,,,,,
1570436400,2019-10-07 08:20:00.000,30514,,,,,,
1570436700,2019-10-07 08:25:00.000,30473,,,,,,
1570437000,2019-10-07 08:30:00.000,28627,,,,,,
1570437300,2019-10-07 08:35:00.000,34482,,,,,,
1570437600,2019-10-07 08:40:00.000,28486,,,,,,
1570437900,2019-10-07 08:45:00.000,30385,,,,,,
1570438200,2019-10-07 08:50:00.000,30337,,,,,,
1570438500,2019-10-07 08:55:00.000,28457,,,,,,
