Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570528800,2019-10-08 10:00:00.000,,,,465256,466158,464727,
1570528800,2019-10-08 10:00:00.000,28214,,,,,,
1570530600,2019-10-08 10:30:00.000,,,,465246,466149,464727,
1570529100,2019-10-08 10:05:00.000,30182,,,,,,
1570529400,2019-10-08 10:10:00.000,26322,,,,,,
1570529700,2019-10-08 10:15:00.000,30287,,,,,,
1570530000,2019-10-08 10:20:00.000,34792,,,,,,
1570530300,2019-10-08 10:25:00.000,28658,,,,,,
1570530600,2019-10-08 10:30:00.000,28636,,,,,,
1570530900,2019-10-08 10:35:00.000,28675,,,,,,
1570531200,2019-10-08 10:40:00.000,30399,,,,,,
1570531500,2019-10-08 10:45:00.000,28510,,,,,,
1570531800,2019-10-08 10:50:00.000,30263,,,,,,
1570532100,2019-10-08 10:55:00.000,28431,,,,,,
