Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570464000,2019-10-07 16:00:00.000,,,,465125,465971,464557,
1570464000,2019-10-07 16:00:00.000,28854,,,,,,
1570465800,2019-10-07 16:30:00.000,,,,465159,465985,464605,
1570464300,2019-10-07 16:05:00.000,26632,,,,,,
1570464600,2019-10-07 16:10:00.000,26783,,,,,,
1570464900,2019-10-07 16:15:00.000,24908,,,,,,
1570465200,2019-10-07 16:20:00.000,27055,,,,,,
1570465500,2019-10-07 16:25:00.000,24681,,,,,,
1570465800,2019-10-07 16:30:00.000,26744,,,,,,
1570466100,2019-10-07 16:35:00.000,28651,,,,,,
1570466400,2019-10-07 16:40:00.000,24857,,,,,,
1570466700,2019-10-07 16:45:00.000,26754,,,,,,
1570467000,2019-10-07 16:50:00.000,26761,,,,,,
1570467300,2019-10-07 16:55:00.000,26835,,,,,,
