Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570467600,2019-10-07 17:00:00.000,,,,465177,466020,464621,
1570467600,2019-10-07 17:00:00.000,26642,,,,,,
1570469400,2019-10-07 17:30:00.000,,,,465190,466057,464654,
1570467900,2019-10-07 17:05:00.000,24891,,,,,,
1570468200,2019-10-07 17:10:00.000,28749,,,,,,
1570468500,2019-10-07 17:15:00.000,26816,,,,,,
1570468800,2019-10-07 17:20:00.000,26756,,,,,,
1570469100,2019-10-07 17:25:00.000,26909,,,,,,
1570469400,2019-10-07 17:30:00.000,26730,,,,,,
1570469700,2019-10-07 17:35:00.000,27012,,,,,,
1570470000,2019-10-07 17:40:00.000,20605,,,,,,
1570470300,2019-10-07 17:45:00.000,26716,,,,,,
1570470600,2019-10-07 17:50:00.000,26792,,,,,,
1570470900,2019-10-07 17:55:00.000,26850,,,,,,
