Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570323600,2019-10-06 01:00:00.000,,,,465267,466181,464766,
1570323600,2019-10-06 01:00:00.000,26427,,,,,,
1570325400,2019-10-06 01:30:00.000,,,,465276,466180,464740,
1570323900,2019-10-06 01:05:00.000,26513,,,,,,
1570324200,2019-10-06 01:10:00.000,24714,,,,,,
1570324500,2019-10-06 01:15:00.000,26496,,,,,,
1570324800,2019-10-06 01:20:00.000,26460,,,,,,
1570325100,2019-10-06 01:25:00.000,30743,,,,,,
1570325400,2019-10-06 01:30:00.000,28660,,,,,,
1570325700,2019-10-06 01:35:00.000,26575,,,,,,
1570326000,2019-10-06 01:40:00.000,26539,,,,,,
1570326300,2019-10-06 01:45:00.000,24943,,,,,,
1570326600,2019-10-06 01:50:00.000,24898,,,,,,
1570326900,2019-10-06 01:55:00.000,25517,,,,,,
