Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1569934800,2019-10-01 13:00:00.000,,,,465141,465988,464574,
1569934800,2019-10-01 13:00:00.000,16826,,,,,,
1569936600,2019-10-01 13:30:00.000,,,,465114,465941,464541,
1569935100,2019-10-01 13:05:00.000,18804,,,,,,
1569935400,2019-10-01 13:10:00.000,18291,,,,,,
1569935700,2019-10-01 13:15:00.000,18749,,,,,,
1569936000,2019-10-01 13:20:00.000,18623,,,,,,
1569936300,2019-10-01 13:25:00.000,20343,,,,,,
1569936600,2019-10-01 13:30:00.000,20861,,,,,,
1569936900,2019-10-01 13:35:00.000,16977,,,,,,
1569937200,2019-10-01 13:40:00.000,18649,,,,,,
1569937500,2019-10-01 13:45:00.000,20593,,,,,,
1569937800,2019-10-01 13:50:00.000,18718,,,,,,
1569938100,2019-10-01 13:55:00.000,16537,,,,,,
