Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570543200,2019-10-08 14:00:00.000,,,,465211,466080,464666,
1570543200,2019-10-08 14:00:00.000,28233,,,,,,
1570545000,2019-10-08 14:30:00.000,,,,465218,466072,464669,
1570543500,2019-10-08 14:05:00.000,27807,,,,,,
1570543800,2019-10-08 14:10:00.000,29761,,,,,,
1570544100,2019-10-08 14:15:00.000,26797,,,,,,
1570544400,2019-10-08 14:20:00.000,28022,,,,,,
1570544700,2019-10-08 14:25:00.000,28488,,,,,,
1570545000,2019-10-08 14:30:00.000,28440,,,,,,
1570545300,2019-10-08 14:35:00.000,28586,,,,,,
1570545600,2019-10-08 14:40:00.000,28180,,,,,,
1570545900,2019-10-08 14:45:00.000,30533,,,,,,
1570546200,2019-10-08 14:50:00.000,30459,,,,,,
1570546500,2019-10-08 14:55:00.000,-4430,,,,,,
