Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570392000,2019-10-06 20:00:00.000,,,,465250,466123,464688,
1570392000,2019-10-06 20:00:00.000,22636,,,,,,
1570393800,2019-10-06 20:30:00.000,,,,465257,466176,464729,
1570392300,2019-10-06 20:05:00.000,22796,,,,,,
1570392600,2019-10-06 20:10:00.000,23393,,,,,,
1570392900,2019-10-06 20:15:00.000,21642,,,,,,
1570393200,2019-10-06 20:20:00.000,20672,,,,,,
1570393500,2019-10-06 20:25:00.000,21329,,,,,,
1570393800,2019-10-06 20:30:00.000,21157,,,,,,
1570394100,2019-10-06 20:35:00.000,20988,,,,,,
1570394400,2019-10-06 20:40:00.000,24767,,,,,,
1570394700,2019-10-06 20:45:00.000,24669,,,,,,
1570395000,2019-10-06 20:50:00.000,20629,,,,,,
1570395300,2019-10-06 20:55:00.000,20878,,,,,,
