Time(longsecs),Time(UTC),GPS Satellite Acquisition Flag 1,GPS Satellite Acquisition Flag 2,GPS Satellite Acquisition Flag 3,GPS Satellite Acquisition Flag 4,GPS Satellite Acquisition Flag 5,GPS Satellite Acquisition Flag 6,GPS Satellite Acquisition Flag 7,GPS Satellite Acquisition Flag 8,GPS Satellite Acquisition Flag 9,GPS Satellite Acquisition Flag 10,GPS Satellite Acquisition Flag 11,GPS Satellite Acquisition Flag 12,GPS Satellite Azimuth 1(Degrees),GPS Satellite Azimuth 2(Degrees),GPS Satellite Azimuth 3(Degrees),GPS Satellite Azimuth 4(Degrees),GPS Satellite Azimuth 5(Degrees),GPS Satellite Azimuth 6(Degrees),GPS Satellite Azimuth 7(Degrees),GPS Satellite Azimuth 8(Degrees),GPS Satellite Azimuth 9(Degrees),GPS Satellite Azimuth 10(Degrees),GPS Satellite Azimuth 11(Degrees),GPS Satellite Azimuth 12(Degrees),GPS Satellite Elevation 1(Degrees),GPS Satellite Elevation 2(Degrees),GPS Satellite Elevation 3(Degrees),GPS Satellite Elevation 4(Degrees),GPS Satellite Elevation 5(Degrees),GPS Satellite Elevation 6(Degrees),GPS Satellite Elevation 7(Degrees),GPS Satellite Elevation 8(Degrees),GPS Satellite Elevation 9(Degrees),GPS Satellite Elevation 10(Degrees),GPS Satellite Elevation 11(Degrees),GPS Satellite Elevation 12(Degrees),GPS Satellite PRN 1,GPS Satellite PRN 2,GPS Satellite PRN 3,GPS Satellite PRN 4,GPS Satellite PRN 5,GPS Satellite PRN 6,GPS Satellite PRN 7,GPS Satellite PRN 8,GPS Satellite PRN 9,GPS Satellite PRN 10,GPS Satellite PRN 11,GPS Satellite PRN 12,GPS Satellite Signal Level 1(AMU),GPS Satellite Signal Level 2(AMU),GPS Satellite Signal Level 3(AMU),GPS Satellite Signal Level 4(AMU),GPS Satellite Signal Level 5(AMU),GPS Satellite Signal Level 6(AMU),GPS Satellite Signal Level 7(AMU),GPS Satellite Signal Level 8(AMU),GPS Satellite Signal Level 9(AMU),GPS Satellite Signal Level 10(AMU),GPS Satellite Signal Level 11(AMU),GPS Satellite Signal Level 12(AMU),
1569948105,2019-10-01 16:41:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948165,2019-10-01 16:42:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948225,2019-10-01 16:43:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948285,2019-10-01 16:44:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948345,2019-10-01 16:45:45.734,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948405,2019-10-01 16:46:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948465,2019-10-01 16:47:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948525,2019-10-01 16:48:45.725,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948585,2019-10-01 16:49:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948645,2019-10-01 16:50:45.771,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948705,2019-10-01 16:51:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948765,2019-10-01 16:52:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948825,2019-10-01 16:53:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948885,2019-10-01 16:54:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569948945,2019-10-01 16:55:45.724,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569949005,2019-10-01 16:56:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569949065,2019-10-01 16:57:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569949125,2019-10-01 16:58:45.722,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
1569949185,2019-10-01 16:59:45.723,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Acquired,Search,Not acquired,,,,2.65178224E2,3.00825152E2,2.02026704E2,1.3378016E2,6.7266368E1,7.262396799999999E1,1.8128598399999998E2,3.7857112E1,3.24687776E2,,,,4.55599E1,2.9992236E1,3.4854092E1,6.2996447999999994E1,5.3059072E1,2.0840646E1,4.0166064E1,1.1702285E1,8.091937E0,,,,2,5,6,7,9,23,30,16,29,,,,5,7,10,16,12,3,10,0,2,,,,
