Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570089600,2019-10-03 08:00:00.000,-623770,,,,,,
1570089900,2019-10-03 08:05:00.000,-614047,,,,,,
1570090200,2019-10-03 08:10:00.000,-623770,,,,,,
1570090500,2019-10-03 08:15:00.000,-623770,,,,,,
1570090800,2019-10-03 08:20:00.000,-623770,,,,,,
1570091100,2019-10-03 08:25:00.000,-614047,,,,,,
1570091400,2019-10-03 08:30:00.000,-623770,,,,,,
1570091700,2019-10-03 08:35:00.000,-623770,,,,,,
1570092000,2019-10-03 08:40:00.000,-623770,,,,,,
1570092300,2019-10-03 08:45:00.000,-623770,,,,,,
1570092600,2019-10-03 08:50:00.000,-623770,,,,,,
1570092900,2019-10-03 08:55:00.000,-623770,,,,,,
