Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570068000,2019-10-03 02:00:00.000,-623770,,,,,,
1570068300,2019-10-03 02:05:00.000,-623770,,,,,,
1570068600,2019-10-03 02:10:00.000,-623770,,,,,,
1570068900,2019-10-03 02:15:00.000,-633494,,,,,,
1570069200,2019-10-03 02:20:00.000,-623770,,,,,,
1570069500,2019-10-03 02:25:00.000,-623770,,,,,,
1570069800,2019-10-03 02:30:00.000,-633494,,,,,,
1570070100,2019-10-03 02:35:00.000,-623770,,,,,,
1570070400,2019-10-03 02:40:00.000,-623770,,,,,,
1570070700,2019-10-03 02:45:00.000,-633494,,,,,,
1570071000,2019-10-03 02:50:00.000,-623770,,,,,,
1570071300,2019-10-03 02:55:00.000,-623770,,,,,,
