Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570190400,2019-10-04 12:00:00.000,-633494,,,,,,
1570190700,2019-10-04 12:05:00.000,-643217,,,,,,
1570191000,2019-10-04 12:10:00.000,-633494,,,,,,
1570191300,2019-10-04 12:15:00.000,-643217,,,,,,
1570191600,2019-10-04 12:20:00.000,-633494,,,,,,
1570191900,2019-10-04 12:25:00.000,-633494,,,,,,
1570192200,2019-10-04 12:30:00.000,-643217,,,,,,
1570192500,2019-10-04 12:35:00.000,-643217,,,,,,
1570192800,2019-10-04 12:40:00.000,-643217,,,,,,
1570193100,2019-10-04 12:45:00.000,-633494,,,,,,
1570193400,2019-10-04 12:50:00.000,-633494,,,,,,
1570193700,2019-10-04 12:55:00.000,-633494,,,,,,
