Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570377600,2019-10-06 16:00:00.000,-643217,,,,,,
1570377900,2019-10-06 16:05:00.000,-643217,,,,,,
1570378200,2019-10-06 16:10:00.000,-643217,,,,,,
1570378500,2019-10-06 16:15:00.000,-643217,,,,,,
1570378800,2019-10-06 16:20:00.000,-643217,,,,,,
1570379100,2019-10-06 16:25:00.000,-643217,,,,,,
1570379400,2019-10-06 16:30:00.000,-633494,,,,,,
1570379700,2019-10-06 16:35:00.000,-643217,,,,,,
1570380000,2019-10-06 16:40:00.000,-643217,,,,,,
1570380300,2019-10-06 16:45:00.000,-643217,,,,,,
1570380600,2019-10-06 16:50:00.000,-643217,,,,,,
1570380900,2019-10-06 16:55:00.000,-643217,,,,,,
