Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570341600,2019-10-06 06:00:00.000,-633494,,,,,,
1570341900,2019-10-06 06:05:00.000,-633494,,,,,,
1570342200,2019-10-06 06:10:00.000,-633494,,,,,,
1570342500,2019-10-06 06:15:00.000,-633494,,,,,,
1570342800,2019-10-06 06:20:00.000,-633494,,,,,,
1570343100,2019-10-06 06:25:00.000,-633494,,,,,,
1570343400,2019-10-06 06:30:00.000,-633494,,,,,,
1570343700,2019-10-06 06:35:00.000,-633494,,,,,,
1570344000,2019-10-06 06:40:00.000,-633494,,,,,,
1570344300,2019-10-06 06:45:00.000,-643217,,,,,,
1570344600,2019-10-06 06:50:00.000,-633494,,,,,,
1570344900,2019-10-06 06:55:00.000,-633494,,,,,,
