Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570471200,2019-10-07 18:00:00.000,-643217,,,,,,
1570471500,2019-10-07 18:05:00.000,-633494,,,,,,
1570471800,2019-10-07 18:10:00.000,-643217,,,,,,
1570472100,2019-10-07 18:15:00.000,-633494,,,,,,
1570472400,2019-10-07 18:20:00.000,-633494,,,,,,
1570472700,2019-10-07 18:25:00.000,-633494,,,,,,
1570473000,2019-10-07 18:30:00.000,-633494,,,,,,
1570473300,2019-10-07 18:35:00.000,-633494,,,,,,
1570473600,2019-10-07 18:40:00.000,-633494,,,,,,
1570473900,2019-10-07 18:45:00.000,-633494,,,,,,
1570474200,2019-10-07 18:50:00.000,-633494,,,,,,
1570474500,2019-10-07 18:55:00.000,-643217,,,,,,
