Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570654800,2019-10-09 21:00:00.000,-623770,,,,,,
1570655100,2019-10-09 21:05:00.000,-623770,,,,,,
1570655400,2019-10-09 21:10:00.000,-633494,,,,,,
1570655700,2019-10-09 21:15:00.000,-623770,,,,,,
1570656000,2019-10-09 21:20:00.000,-633494,,,,,,
1570656300,2019-10-09 21:25:00.000,-633494,,,,,,
1570656600,2019-10-09 21:30:00.000,-623770,,,,,,
1570656900,2019-10-09 21:35:00.000,-633494,,,,,,
1570657200,2019-10-09 21:40:00.000,-633494,,,,,,
1570657500,2019-10-09 21:45:00.000,-633494,,,,,,
1570657800,2019-10-09 21:50:00.000,-633494,,,,,,
1570658100,2019-10-09 21:55:00.000,-633494,,,,,,
