Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570284000,2019-10-05 14:00:00.000,-633494,,,,,,
1570284300,2019-10-05 14:05:00.000,-643217,,,,,,
1570284600,2019-10-05 14:10:00.000,-633494,,,,,,
1570284900,2019-10-05 14:15:00.000,-633494,,,,,,
1570285200,2019-10-05 14:20:00.000,-643217,,,,,,
1570285500,2019-10-05 14:25:00.000,-633494,,,,,,
1570285800,2019-10-05 14:30:00.000,-643217,,,,,,
1570286100,2019-10-05 14:35:00.000,-643217,,,,,,
1570286400,2019-10-05 14:40:00.000,-643217,,,,,,
1570286700,2019-10-05 14:45:00.000,-643217,,,,,,
1570287000,2019-10-05 14:50:00.000,-643217,,,,,,
1570287300,2019-10-05 14:55:00.000,-643217,,,,,,
