Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570143600,2019-10-03 23:00:00.000,-633494,,,,,,
1570143900,2019-10-03 23:05:00.000,-633494,,,,,,
1570144200,2019-10-03 23:10:00.000,-633494,,,,,,
1570144500,2019-10-03 23:15:00.000,-633494,,,,,,
1570144800,2019-10-03 23:20:00.000,-623770,,,,,,
1570145100,2019-10-03 23:25:00.000,-623770,,,,,,
1570145400,2019-10-03 23:30:00.000,-633494,,,,,,
1570145700,2019-10-03 23:35:00.000,-633494,,,,,,
1570146000,2019-10-03 23:40:00.000,-633494,,,,,,
1570146300,2019-10-03 23:45:00.000,-633494,,,,,,
1570146600,2019-10-03 23:50:00.000,-633494,,,,,,
1570146900,2019-10-03 23:55:00.000,-633494,,,,,,
