Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570644000,2019-10-09 18:00:00.000,-633494,,,,,,
1570644300,2019-10-09 18:05:00.000,-633494,,,,,,
1570644600,2019-10-09 18:10:00.000,-633494,,,,,,
1570644900,2019-10-09 18:15:00.000,-633494,,,,,,
1570645200,2019-10-09 18:20:00.000,-633494,,,,,,
1570645500,2019-10-09 18:25:00.000,-633494,,,,,,
1570645800,2019-10-09 18:30:00.000,-633494,,,,,,
1570646100,2019-10-09 18:35:00.000,-623770,,,,,,
1570646400,2019-10-09 18:40:00.000,-623770,,,,,,
1570646700,2019-10-09 18:45:00.000,-633494,,,,,,
1570647000,2019-10-09 18:50:00.000,-633494,,,,,,
1570647300,2019-10-09 18:55:00.000,-633494,,,,,,
