Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570636800,2019-10-09 16:00:00.000,-633494,,,,,,
1570637100,2019-10-09 16:05:00.000,-633494,,,,,,
1570637400,2019-10-09 16:10:00.000,-633494,,,,,,
1570637700,2019-10-09 16:15:00.000,-643217,,,,,,
1570638000,2019-10-09 16:20:00.000,-643217,,,,,,
1570638300,2019-10-09 16:25:00.000,-633494,,,,,,
1570638600,2019-10-09 16:30:00.000,-633494,,,,,,
1570638900,2019-10-09 16:35:00.000,-633494,,,,,,
1570639200,2019-10-09 16:40:00.000,-633494,,,,,,
1570639500,2019-10-09 16:45:00.000,-633494,,,,,,
1570639800,2019-10-09 16:50:00.000,-623770,,,,,,
1570640100,2019-10-09 16:55:00.000,-633494,,,,,,
