Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570082400,2019-10-03 06:00:00.000,-623770,,,,,,
1570082700,2019-10-03 06:05:00.000,-623770,,,,,,
1570083000,2019-10-03 06:10:00.000,-623770,,,,,,
1570083300,2019-10-03 06:15:00.000,-614047,,,,,,
1570083600,2019-10-03 06:20:00.000,-623770,,,,,,
1570083900,2019-10-03 06:25:00.000,-614047,,,,,,
1570084200,2019-10-03 06:30:00.000,-623770,,,,,,
1570084500,2019-10-03 06:35:00.000,-623770,,,,,,
1570084800,2019-10-03 06:40:00.000,-623770,,,,,,
1570085100,2019-10-03 06:45:00.000,-623770,,,,,,
1570085400,2019-10-03 06:50:00.000,-623770,,,,,,
1570085700,2019-10-03 06:55:00.000,-623770,,,,,,
