Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570201200,2019-10-04 15:00:00.000,-643217,,,,,,
1570201500,2019-10-04 15:05:00.000,-643217,,,,,,
1570201800,2019-10-04 15:10:00.000,-633494,,,,,,
1570202100,2019-10-04 15:15:00.000,-633494,,,,,,
1570202400,2019-10-04 15:20:00.000,-643217,,,,,,
1570202700,2019-10-04 15:25:00.000,-633494,,,,,,
1570203000,2019-10-04 15:30:00.000,-633494,,,,,,
1570203300,2019-10-04 15:35:00.000,-643217,,,,,,
1570203600,2019-10-04 15:40:00.000,-623770,,,,,,
1570203900,2019-10-04 15:45:00.000,-633494,,,,,,
1570204200,2019-10-04 15:50:00.000,-643217,,,,,,
1570204500,2019-10-04 15:55:00.000,-643217,,,,,,
