Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570456800,2019-10-07 14:00:00.000,-633494,,,,,,
1570457100,2019-10-07 14:05:00.000,-633494,,,,,,
1570457400,2019-10-07 14:10:00.000,-633494,,,,,,
1570457700,2019-10-07 14:15:00.000,-633494,,,,,,
1570458000,2019-10-07 14:20:00.000,-643217,,,,,,
1570458300,2019-10-07 14:25:00.000,-643217,,,,,,
1570458600,2019-10-07 14:30:00.000,-643217,,,,,,
1570458900,2019-10-07 14:35:00.000,-633494,,,,,,
1570459200,2019-10-07 14:40:00.000,-643217,,,,,,
1570459500,2019-10-07 14:45:00.000,-643217,,,,,,
1570459800,2019-10-07 14:50:00.000,-633494,,,,,,
1570460100,2019-10-07 14:55:00.000,-643217,,,,,,
