Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570212000,2019-10-04 18:00:00.000,-643217,,,,,,
1570212300,2019-10-04 18:05:00.000,-633494,,,,,,
1570212600,2019-10-04 18:10:00.000,-633494,,,,,,
1570212900,2019-10-04 18:15:00.000,-643217,,,,,,
1570213200,2019-10-04 18:20:00.000,-643217,,,,,,
1570213500,2019-10-04 18:25:00.000,-633494,,,,,,
1570213800,2019-10-04 18:30:00.000,-633494,,,,,,
1570214100,2019-10-04 18:35:00.000,-643217,,,,,,
1570214400,2019-10-04 18:40:00.000,-643217,,,,,,
1570214700,2019-10-04 18:45:00.000,-643217,,,,,,
1570215000,2019-10-04 18:50:00.000,-643217,,,,,,
1570215300,2019-10-04 18:55:00.000,-633494,,,,,,
