Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570348800,2019-10-06 08:00:00.000,-633494,,,,,,
1570349100,2019-10-06 08:05:00.000,-633494,,,,,,
1570349400,2019-10-06 08:10:00.000,-633494,,,,,,
1570349700,2019-10-06 08:15:00.000,-633494,,,,,,
1570350000,2019-10-06 08:20:00.000,-633494,,,,,,
1570350300,2019-10-06 08:25:00.000,-623770,,,,,,
1570350600,2019-10-06 08:30:00.000,-633494,,,,,,
1570350900,2019-10-06 08:35:00.000,-633494,,,,,,
1570351200,2019-10-06 08:40:00.000,-633494,,,,,,
1570351500,2019-10-06 08:45:00.000,-633494,,,,,,
1570351800,2019-10-06 08:50:00.000,-633494,,,,,,
1570352100,2019-10-06 08:55:00.000,-633494,,,,,,
