Time(longsecs),Time(UTC),Sensor SOH Voltage A 1(uV),Sensor SOH Voltage A 2(uV),Sensor SOH Voltage A 3(uV),External SOH Voltage 1(uV),External SOH Voltage 2(uV),External SOH Voltage 3(uV),
1570532400,2019-10-08 11:00:00.000,-643217,,,,,,
1570532700,2019-10-08 11:05:00.000,-633494,,,,,,
1570533000,2019-10-08 11:10:00.000,-633494,,,,,,
1570533300,2019-10-08 11:15:00.000,-633494,,,,,,
1570533600,2019-10-08 11:20:00.000,-633494,,,,,,
1570533900,2019-10-08 11:25:00.000,-633494,,,,,,
1570534200,2019-10-08 11:30:00.000,-633494,,,,,,
1570534500,2019-10-08 11:35:00.000,-643217,,,,,,
1570534800,2019-10-08 11:40:00.000,-633494,,,,,,
1570535100,2019-10-08 11:45:00.000,-633494,,,,,,
1570535400,2019-10-08 11:50:00.000,-633494,,,,,,
1570535700,2019-10-08 11:55:00.000,-633494,,,,,,
